SubmissionDate,name,datetime,build_date,number,street,photo,waypoint-Latitude,waypoint-Longitude,waypoint-Altitude,waypoint-Accuracy,type,structure,style,windows,walls,porch,roof,chimney,elements,additions,inventory,notes,instanceID,KEY
"",Wr,"Apr 20, 2019 9:47:00 PM",1948,8654,La Mesa,media/1555796903578.jpg,32.769496,-117.01085499999999,0.0,0.0,commercial_retail,one_story,modern,pot_reverse,yes,undetermined,undetermined,"","","",more_research,"",uuid:e7f60a2a-8b9d-483b-8ef7-bb0d125d2996,uuid:e7f60a2a-8b9d-483b-8ef7-bb0d125d2996
"",Am,"Nov 5, 2019 10:38:00 PM","",8215,La Mesa Blvd,media/1572993644382.jpg,32.764024,-117.021065,0.0,0.0,commercial_retail,one_story,undetermined,no,undetermined,no,undetermined,undetermined,yes,no,undetermined,"",uuid:fc549da2-cc7f-485e-86f4-324ab3c4ac68,uuid:fc549da2-cc7f-485e-86f4-324ab3c4ac68
"",Am,"Nov 5, 2019 9:20:00 PM","",7830,La Mesa Blvd,media/1572988948721.jpg,32.767888,-117.029068,0.0,0.0,commercial_retail,two_story,craftsman,yes,yes,yes,yes,no,no,no,not_included,"",uuid:6c97295a-34dd-4434-8f14-ea753144ef09,uuid:6c97295a-34dd-4434-8f14-ea753144ef09
"",AM,"Oct 10, 2019 8:42:00 PM",1960,7979,La Mesa Blvd,media/1570740350173.jpg,32.764134999999996,-117.025774,0.0,0.0,commercial_retail,one_story,contemporary,no,yes,pot_reverse,yes,no,no,no,candidate,"",uuid:6a75a13e-eb65-4534-b49e-28246c25e373,uuid:6a75a13e-eb65-4534-b49e-28246c25e373
"",SG,"Feb 18, 2020 1:11:00 AM",1930,8390,Allison Ave,media/1581988312617.jpg,32.766052,-117.016663,0.0,0.0,commercial_retail,multi_building_structure,revivals,yes,yes,yes,yes,undetermined,yes,undetermined,candidate,"",uuid:f9dd9545-237d-4d44-8cb9-09bb7faaf234,uuid:f9dd9545-237d-4d44-8cb9-09bb7faaf234
"",SG,"Feb 18, 2020 12:06:00 AM",1941,4757,Palm Ave,media/1581984427183.jpg,32.765363,-117.019345,0.0,0.0,commercial_retail,one_story,contemporary,no,yes,undetermined,yes,undetermined,yes,undetermined,confirmed,"",uuid:8e793f89-f5e4-4009-885a-1ac547eaf477,uuid:8e793f89-f5e4-4009-885a-1ac547eaf477
"",AM,"Nov 30, 2019 9:59:00 PM","",8381,La Mesa Blvd,media/1575151269019.jpg,32.765662999999996,-117.017152,0.0,0.0,commercial_retail,one_story,post_modern,yes,yes,yes,undetermined,undetermined,no,no,non_candidate,"",uuid:9c7b008b-c30d-4ab7-95a1-cddd77e27d24,uuid:9c7b008b-c30d-4ab7-95a1-cddd77e27d24
"",SG,"Feb 18, 2020 12:46:00 AM","",8353,La Mesa Blvd,media/1581986917171.jpg,32.765453,-117.017837,0.0,0.0,commercial_retail,two_story,folk_trad_victorian,no,yes,yes,yes,undetermined,undetermined,undetermined,more_research,"",uuid:272c12db-cb94-4855-9a00-881db63684aa,uuid:272c12db-cb94-4855-9a00-881db63684aa
"",RK,"Feb 8, 2020 6:29:00 PM",1995,8375,University Avenue,media/1581186762742.jpg,32.768096,-117.017156,0.0,0.0,commercial_retail,"",undetermined,no,no,no,undetermined,no,no,undetermined,non_candidate,Completely remodeled dentist office (La Mesa Hills Dentristry). Collector states year built is 1995 which may be a remodel date.,uuid:390c67cb-06dc-4fcf-bfaa-1bc23621526d,uuid:390c67cb-06dc-4fcf-bfaa-1bc23621526d
"",Wr,"Apr 20, 2019 9:07:00 PM",1958,8801,La Mesa,media/1555794520774.jpg,32.77082,-117.008017,0.0,0.0,commercial_retail,one_story,modern,no,yes,undetermined,yes,undetermined,undetermined,undetermined,more_research,"",uuid:1db20b5c-b731-4c13-8963-227f06c7079d,uuid:1db20b5c-b731-4c13-8963-227f06c7079d
"",Kc,"Mar 1, 2020 9:52:00 PM",0,5171,Guild,media/1583099610240.jpg,32.772566,-117.02305299999999,0.0,0.0,commercial_retail,multi_building_structure,craftsman,yes,yes,no,yes,undetermined,yes,no,more_research,No date,uuid:1b206308-a832-4afa-bb65-44c29f136d0f,uuid:1b206308-a832-4afa-bb65-44c29f136d0f
"",AM,"Oct 10, 2019 9:43:00 PM",1894,8241,La Mesa Blvd,"",,,,,"","","","","","","","","","","","",uuid:95221da6-f5c0-48a2-a94a-41a55ffb9537,uuid:95221da6-f5c0-48a2-a94a-41a55ffb9537
"",SG,"Feb 18, 2020 12:32:00 AM",1960,8313,La Mesa Blvd,media/1581986016797.jpg,32.765262,-117.018459,0.0,0.0,commercial_retail,one_story,revivals,yes,yes,undetermined,yes,undetermined,undetermined,undetermined,assess,"",uuid:7888d018-e524-47f9-92b5-ece5385c30be,uuid:7888d018-e524-47f9-92b5-ece5385c30be
"",RK,"Feb 8, 2020 8:27:00 PM",0,"",Memorial drive,media/1581193701631.jpg,32.770761,-117.015558,0.0,0.0,structures_objects,"","",undetermined,undetermined,undetermined,undetermined,yes,undetermined,undetermined,undetermined,More research warranted,uuid:fd5abd1a-f9a5-4e68-bb5b-412ce768ec4b,uuid:fd5abd1a-f9a5-4e68-bb5b-412ce768ec4b
"",Am,"Nov 3, 2019 8:34:00 PM",1930,7843,La Mesa Blvd,media/1572817252149.jpg,32.767493,-117.028717,0.0,0.0,residential,one_story,undetermined,yes,yes,yes,yes,yes,yes,no,candidate,House looks age appropriate. Needs some repairs.,uuid:f0d5fa00-b63c-4f8e-801c-889c62e91129,uuid:f0d5fa00-b63c-4f8e-801c-889c62e91129
"",Am,"Oct 31, 2019 9:29:00 PM",1990,4900,Baltimore Dr,media/1572557559762.jpg,32.767793999999995,-117.023744,0.0,0.0,commercial_retail,undetermined,post_modern,yes,yes,no,yes,no,no,no,assess,House looks to be in original condition.,uuid:91c63428-e42a-41c6-9364-85f45ee715c2,uuid:91c63428-e42a-41c6-9364-85f45ee715c2
"",Am,"Nov 27, 2019 6:59:00 PM",1894,8241,La Mesa Blvd,media/1574881422138.jpg,32.764266,-117.020511,0.0,0.0,commercial_retail,two_story,undetermined,yes,yes,no,yes,undetermined,no,no,confirmed,Looks good. There have been no changes to building.,uuid:cfd10b8d-4a97-4864-b434-fd8c7bf43ef7,uuid:cfd10b8d-4a97-4864-b434-fd8c7bf43ef7
"",AM,"Nov 30, 2019 10:59:00 PM","",8459,La Mesa Blvd,media/1575154831236.jpg,32.767838999999995,-117.01543099999999,0.0,0.0,residential,multi_building_structure,undetermined,yes,yes,yes,undetermined,undetermined,no,undetermined,undetermined,"",uuid:8112cfd5-482e-49ed-8cc6-7cca362d4213,uuid:8112cfd5-482e-49ed-8cc6-7cca362d4213
"",AM,"Dec 1, 2019 11:25:00 PM",21936,8284,La Mesa Blvd,media/1575242866967.jpg,32.764953999999996,-117.019351,0.0,0.0,commercial_retail,one_story,minimal_trad,yes,yes,no,undetermined,undetermined,no,no,candidate,"",uuid:c1c5cbe2-3cd4-4b5a-9c07-81e31096b5a8,uuid:c1c5cbe2-3cd4-4b5a-9c07-81e31096b5a8
"",RK,"Feb 25, 2020 6:55:00 PM",1960,8415,La Mesa Blvd,media/1582657091604.jpg,32.766415,-117.016267,0.0,0.0,commercial_retail,"",contemporary,yes,yes,yes,undetermined,no,yes,undetermined,more_research,"Currently a guitar shop, architect office and Realty Service office. Current guitar business has been there for 18 years according to owner.",uuid:7e0828ee-8367-4077-9e19-e5af9427d90f,uuid:7e0828ee-8367-4077-9e19-e5af9427d90f
"",AM,"Nov 30, 2019 10:13:00 PM",1961,8415,La Mesa Blvd,media/1575152259238.jpg,32.766256,-117.016162,0.0,0.0,commercial_retail,two_story,modern,yes,yes,no,undetermined,undetermined,no,no,candidate,"",uuid:5a44b533-ba4f-445e-b870-c5f2e256dfa1,uuid:5a44b533-ba4f-445e-b870-c5f2e256dfa1
"",Wr,"Apr 20, 2019 8:53:00 PM",1986,8699,La Mesa,media/1555793765887.jpg,32.76963,-117.01022999999999,0.0,0.0,commercial_retail,two_story,post_modern,no,no,"","","","","",non_candidate,"",uuid:7224c2f0-efcb-49e4-89cc-8727d4ad65a1,uuid:7224c2f0-efcb-49e4-89cc-8727d4ad65a1
"",Wr,"Mar 30, 2019 6:27:00 PM","",8300,University,media/1553970484912.jpg,32.767902,-117.019161,0.0,0.0,commercial_retail,one_story,modern,yes,yes,no,yes,undetermined,undetermined,undetermined,more_research,"",uuid:86270234-0459-4475-9469-6ff056aa7d98,uuid:86270234-0459-4475-9469-6ff056aa7d98
"",Wr,"Apr 20, 2019 9:24:00 PM",1953,8802,La Mesa,media/1555795501536.jpg,32.77083,-117.008163,0.0,0.0,commercial_retail,one_story,modern,yes,yes,undetermined,yes,undetermined,"","",more_research,"",uuid:6b10a2ec-6b5c-4e67-8d2b-2ee80055bcc6,uuid:6b10a2ec-6b5c-4e67-8d2b-2ee80055bcc6
"",Wr,"Mar 30, 2019 5:54:00 PM",1931,8340,University,media/1553968535889.jpg,32.767992,-117.017798,0.0,0.0,residential,one_story,revivals,pot_reverse,yes,yes,yes,undetermined,yes,undetermined,more_research,"",uuid:81f57601-513f-4b87-95c6-de70db0b1d76,uuid:81f57601-513f-4b87-95c6-de70db0b1d76
"",Am,"Nov 30, 2019 12:16:00 AM",1928,8333,La Mesa Blvd,media/1575073026648.jpg,32.765283,-117.01821699999999,0.0,0.0,commercial_retail,one_story,craftsman,yes,pot_reverse,no,undetermined,undetermined,yes,no,confirmed,"",uuid:4874d055-5969-41b7-ab52-8b80b9cdb85a,uuid:4874d055-5969-41b7-ab52-8b80b9cdb85a
"",Bb,"Dec 7, 2019 5:39:00 PM",1940,8341,La Mesa Blvd,media/1575740422691.jpg,32.765248,-117.018216,0.0,0.0,commercial_retail,one_story,minimal_trad,yes,yes,no,yes,no,yes,yes,non_candidate,"",uuid:f37290a2-bd82-4d26-9194-31206fe66ba5,uuid:f37290a2-bd82-4d26-9194-31206fe66ba5
"",Bb,"Dec 8, 2019 6:54:00 PM",1930,8406,Hillcrest ave,media/1575831329592.jpg,32.765256,-117.015667,0.0,0.0,residential,multi_story,minimal_trad,no,no,no,yes,yes,yes,yes,non_candidate,"",uuid:42c65952-d498-446f-8f89-1fdb538ac63c,uuid:42c65952-d498-446f-8f89-1fdb538ac63c
"",DCC,"Mar 7, 2020 7:35:00 PM",0,84518453,La Mesa Blvd,media/1583609844087.jpg,32.767517999999995,-117.015615,0.0,0.0,residential,one_story,undetermined,no,undetermined,undetermined,undetermined,no,yes,yes,undetermined,Mansard style roofline (?) with a contemporary facade doesn't seem to match. Newer windows. Awnings are reversable. Additions seem to be added to fit the lot.,uuid:4b3746a7-7877-4ccd-a53b-06074c8cd293,uuid:4b3746a7-7877-4ccd-a53b-06074c8cd293
"",SG,"Feb 17, 2020 11:48:00 PM",1914,4827,Palm Ave,media/1581983386219.jpg,32.766556,-117.019117,0.0,0.0,residential,one_story,folk_trad_victorian,no,yes,no,undetermined,undetermined,yes,no,assess,"",uuid:eb1458bf-96f8-4171-ac6f-d49aa9ea2aff,uuid:eb1458bf-96f8-4171-ac6f-d49aa9ea2aff
"",Am,"Nov 3, 2019 5:00:00 PM",1980,7811,La Mesa Blvd,"",,,,,"","","","","","","","","","","","",uuid:061584f2-91f2-40ca-a681-e48b497ff209,uuid:061584f2-91f2-40ca-a681-e48b497ff209
"",DCC,"Feb 25, 2020 6:30:00 PM",0,8401,La Mesa Blvd,media/1582655522626.jpg,32.765831999999996,-117.016768,0.0,0.0,commercial_retail,one_story,craftsman,yes,yes,undetermined,yes,no,yes,undetermined,undetermined,Originally constructed as a gas/service station. Mix of clay tile and composite shingles. Addition of patio/covering more modern.,uuid:c5d47b04-070a-4266-b77f-0f29fc9e1a9f,uuid:c5d47b04-070a-4266-b77f-0f29fc9e1a9f
"",Kc,"Mar 1, 2020 10:23:00 PM",1949,8183,Center,media/1583101453668.jpg,32.77203,-117.02035099999999,0.0,0.0,commercial_retail,one_story,early_modern,yes,yes,yes,yes,yes,yes,no,more_research,"",uuid:51b1e0b8-c8e6-46c6-bc83-ef2e3412f654,uuid:51b1e0b8-c8e6-46c6-bc83-ef2e3412f654
"",Kc,"Mar 1, 2020 10:33:00 PM",1959,8180,Commercial,media/1583102101461.jpg,32.77288,-117.021373,0.0,0.0,commercial_retail,one_story,minimal_trad,yes,yes,no,yes,no,no,yes,more_research,"",uuid:e65f5afb-ccae-44b2-885b-95a17daa0464,uuid:e65f5afb-ccae-44b2-885b-95a17daa0464
"",AM,"Nov 30, 2019 12:27:00 AM","",8353,La Mesa Blvd,media/1575073726384.jpg,32.765653,-117.017765,0.0,0.0,commercial_retail,undetermined,undetermined,yes,yes,undetermined,yes,undetermined,yes,no,undetermined,"",uuid:58cfeede-a1a2-4192-a10b-24986825cc75,uuid:58cfeede-a1a2-4192-a10b-24986825cc75
"",AM,"Dec 1, 2019 11:44:00 PM","",8250,La Mesa Blvd,media/1575244089859.jpg,32.764693,-117.019887,0.0,0.0,commercial_retail,undetermined,undetermined,yes,yes,no,undetermined,no,no,no,undetermined,"",uuid:a1fc8476-b6df-4f1d-8445-3bd2b9a7005c,uuid:a1fc8476-b6df-4f1d-8445-3bd2b9a7005c
"",AM,"Dec 1, 2019 10:45:00 PM",1923,8326,La Mesa Blvd,media/1575240427426.jpg,32.765285999999996,-117.01849299999999,0.0,0.0,commercial_retail,one_story,early_modern,yes,undetermined,no,no,undetermined,undetermined,no,confirmed,"",uuid:8ae5527d-4b40-4e0a-a085-fb0908b90c1f,uuid:8ae5527d-4b40-4e0a-a085-fb0908b90c1f
"",SG,"Feb 18, 2020 12:25:00 AM",1926,8321,La Mesa Blvd,media/1581985548268.jpg,32.765186,-117.018592,0.0,0.0,commercial_retail,one_story,early_modern,no,yes,undetermined,yes,yes,undetermined,undetermined,assess,"",uuid:30877cf2-1c3e-429b-b153-1e09b3bb5591,uuid:30877cf2-1c3e-429b-b153-1e09b3bb5591
"",Am,"Oct 31, 2019 9:51:00 PM",1950,8060,University Ave,media/1572558780998.jpg,32.766909999999996,-117.024445,0.0,0.0,commercial_retail,one_story,undetermined,pot_reverse,undetermined,"",yes,no,undetermined,no,more_research,Can't tell if walls are original.,uuid:f7c63138-a7d7-4699-9e96-8e8bc8a7d38d,uuid:f7c63138-a7d7-4699-9e96-8e8bc8a7d38d
"",AM,"Dec 1, 2019 10:11:00 PM",1980,8384,La Mesa Blvd,media/1575238430356.jpg,32.765710999999996,-117.017449,0.0,0.0,commercial_retail,one_story,post_modern,yes,no,no,no,no,no,no,non_candidate,"",uuid:934d2d4b-6e4b-40c7-8ca3-4480d2608b9a,uuid:934d2d4b-6e4b-40c7-8ca3-4480d2608b9a
"",RK,"Feb 18, 2020 7:09:00 PM",1985,8246,University Avenue,media/1582053086563.jpg,32.767604999999996,-117.02034599999999,0.0,0.0,commercial_retail,"",post_modern,yes,yes,undetermined,yes,no,yes,undetermined,undetermined,SCF Insurance Company. Has one story but back part of the property is a higher level with carports underneath.,uuid:4580e6d7-6168-40be-9d66-7c9a13ea5b44,uuid:4580e6d7-6168-40be-9d66-7c9a13ea5b44
"",DCC,"Mar 7, 2020 7:24:00 PM",1940,8461,LA Mesa Blvd,media/1583609149410.jpg,32.767866999999995,-117.01539799999999,0.0,0.0,commercial_retail,one_story,modern,no,undetermined,yes,undetermined,no,yes,yes,undetermined,"Style is difficult to determine for the year built. Additions seem to be added as well as newer, aluminum windows. Wood casings/frames are still intact.",uuid:05965e3c-3515-473a-ac11-d83ff0340c1a,uuid:05965e3c-3515-473a-ac11-d83ff0340c1a
"",SG,"Feb 18, 2020 12:09:00 AM",1927,8302,La Mesa Blvd,media/1581984629879.jpg,32.765369,-117.01932199999999,0.0,0.0,commercial_retail,one_story,undetermined,no,yes,undetermined,yes,undetermined,no,undetermined,assess,"",uuid:fe61eb07-fe4e-426d-9cba-8c30fe43be13,uuid:fe61eb07-fe4e-426d-9cba-8c30fe43be13
"",AM,"Dec 1, 2019 10:17:00 PM","",8376,La Mesa Blvd,media/1575238703400.jpg,32.765648999999996,-117.01765599999999,0.0,0.0,commercial_retail,one_story,undetermined,yes,yes,no,undetermined,undetermined,undetermined,no,undetermined,"",uuid:7f13253f-3cf2-41d8-9ad3-058dc820bc4e,uuid:7f13253f-3cf2-41d8-9ad3-058dc820bc4e
"",DCC,"Feb 16, 2020 7:15:00 PM",1920,8330,University,media/1581880555083.jpg,32.768032999999996,-117.01843799999999,0.0,0.0,commercial_retail,one_story,craftsman,no,pot_reverse,undetermined,pot_reverse,yes,undetermined,undetermined,more_research,Aluminum framed windows. Bungalow with Spanish stylings.,uuid:de0c2921-e03c-4409-9ac6-dfcb2120efab,uuid:de0c2921-e03c-4409-9ac6-dfcb2120efab
"",AM,"Dec 1, 2019 10:50:00 PM",1928,8324,La Mesa Blvd,media/1575240667680.jpg,32.765246,-117.01856799999999,0.0,0.0,commercial_retail,one_story,revivals,yes,yes,no,undetermined,undetermined,yes,no,confirmed,"",uuid:8fef94c0-8455-4bdb-adfd-90dc8e56c2c7,uuid:8fef94c0-8455-4bdb-adfd-90dc8e56c2c7
"","AW, ME","Mar 24, 2019 8:42:00 PM","",4996,Pine,media/1553460235174.jpg,32.769841,-117.018159,0.0,0.0,residential,one_story,minimal_trad,yes,yes,yes,yes,no,yes,no,undetermined,"",uuid:10f4638f-b29e-4426-9133-3e1c960d3a92,uuid:10f4638f-b29e-4426-9133-3e1c960d3a92
"",Kc,"Mar 1, 2020 10:06:00 PM",0,8139,Center,media/1583100459541.jpg,32.771868999999995,-117.02200599999999,0.0,0.0,commercial_retail,one_story,undetermined,no,no,no,no,no,no,no,more_research,No date,uuid:f6921bb5-8904-4c45-8716-30689c5af606,uuid:f6921bb5-8904-4c45-8716-30689c5af606
"",Am,"Nov 29, 2019 11:55:00 PM",1926,8321,La Mesa Blvd,media/1575071754025.jpg,32.765236,-117.018531,0.0,0.0,residential,one_story,craftsman,yes,yes,no,undetermined,undetermined,no,no,confirmed,"",uuid:914603d2-20ef-42f1-93cf-7cfc615de206,uuid:914603d2-20ef-42f1-93cf-7cfc615de206
"",Wr,"Apr 20, 2019 8:38:00 PM",0,8493,La Mesa,media/1555792764181.jpg,32.768268,-117.014315,0.0,0.0,commercial_retail,one_story,modern,yes,no,undetermined,undetermined,undetermined,"","",more_research,"",uuid:784a97c8-2693-43dd-84d2-25babb85787a,uuid:784a97c8-2693-43dd-84d2-25babb85787a
"",AM,"Dec 1, 2019 10:00:00 PM","",8436,La Mesa Blvd,"",,,,,"","","","","","","","","","","","",uuid:87e28b3a-5071-4bfd-a692-fdd63de495dc,uuid:87e28b3a-5071-4bfd-a692-fdd63de495dc
"",AM,"Oct 10, 2019 9:06:00 PM",1951,8017,La Mesa Blvd,media/1570741713883.jpg,32.763560999999996,-117.02466899999999,0.0,0.0,residential,one_story,minimal_trad,no,no,no,yes,no,no,no,non_candidate,"",uuid:ec5bbc19-5674-42ae-ba69-c7671608d834,uuid:ec5bbc19-5674-42ae-ba69-c7671608d834
"",SG,"Feb 18, 2020 12:35:00 AM",1928,8333,La Mesa Blvd,media/1581986290147.jpg,32.765344999999996,-117.01829599999999,0.0,0.0,commercial_retail,one_story,revivals,"",yes,undetermined,yes,undetermined,yes,undetermined,confirmed,"",uuid:1237902f-4ab5-40cb-9421-3189c80e984c,uuid:1237902f-4ab5-40cb-9421-3189c80e984c
"",RK,"Feb 25, 2020 6:45:00 PM",1922,8405,La Mesa Blvd,media/1582656442358.jpg,32.765933,-117.01648999999999,0.0,0.0,commercial_retail,"",early_modern,yes,yes,no,pot_reverse,no,yes,yes,more_research,"Address on building and Google maps states 8407 La Mesa Blvd for the San Diego Myocardial Release business and 8405 as the rear of the building. Unsure about roof and porch, possibly closed in. Windows appear to be original type.",uuid:d64bd386-dd10-412a-8262-92afd3faff45,uuid:d64bd386-dd10-412a-8262-92afd3faff45
"",DCC,"Mar 15, 2020 7:14:00 PM",1927,4879,Palm,media/1584299744376.jpg,32.767486999999996,-117.019185,0.0,0.0,residential,one_story,craftsman,yes,yes,yes,yes,yes,yes,undetermined,candidate,"Craftsman, with red brick pedestals and wooden columns, decorative elements, brick chimney. Mark as potential candidate needing further information.",uuid:ad96e54c-afae-4682-83dc-97afb69dc2a5,uuid:ad96e54c-afae-4682-83dc-97afb69dc2a5
"",AM,"Oct 10, 2019 9:14:00 PM","",8021,La Mesa Blvd,media/1570742142611.jpg,32.763458,-117.02446499999999,0.0,0.0,commercial_retail,one_story,undetermined,yes,yes,no,yes,no,no,no,more_research,"",uuid:1a640fbf-c0c5-47af-93a4-a3f946e1dbc1,uuid:1a640fbf-c0c5-47af-93a4-a3f946e1dbc1
"",RRK,"Mar 7, 2020 8:03:00 PM",1983,8365,La Mesa Blvd,media/1583612019109.jpg,32.76548,-117.017614,0.0,0.0,commercial_retail,"",post_modern,yes,yes,no,yes,no,undetermined,undetermined,more_research,Building is a bar/eatery (Centifonti's Bar & Restaurant). Listed as 8363 La Mesa Blvd but under that address is a locked staircase leading up to a covered deck which appears to not be used. Building/business comes up as 8365 La Mesa Blvd. Employee stated it was built in 1981.,uuid:3a1cbf39-242e-4b61-9e33-a4c908d80b2c,uuid:3a1cbf39-242e-4b61-9e33-a4c908d80b2c
"",Am,"Nov 5, 2019 10:10:00 PM","",7932,La Mesa Blvd,media/1572991915279.jpg,32.765513999999996,-117.02703199999999,0.0,0.0,residential,multi_story,"","","","","","","","","","",uuid:8c57ccf3-79d3-43a2-ae61-87cb185714e5,uuid:8c57ccf3-79d3-43a2-ae61-87cb185714e5
"",AM,"Nov 30, 2019 10:38:00 PM",1984,8433,La Mesa Blvd,media/1575153630822.jpg,32.767002,-117.01583,0.0,0.0,residential,two_story,post_modern,yes,yes,yes,yes,undetermined,no,no,not_included,"",uuid:3bba1ddb-0a9b-4926-8af7-b5acfd8c5bb6,uuid:3bba1ddb-0a9b-4926-8af7-b5acfd8c5bb6
"",Am,"Nov 3, 2019 7:10:00 PM",1980,7811,La Mesa Blvd,media/1572815537726.jpg,32.767996,-117.029923,0.0,0.0,commercial_retail,two_story,post_modern,yes,yes,yes,yes,yes,yes,no,not_included,Looks original and in good shape.,uuid:10f32f8a-e450-4eba-aa4d-1feba7cbede8,uuid:10f32f8a-e450-4eba-aa4d-1feba7cbede8
"",Bb,"Dec 8, 2019 6:47:00 PM",1930,8417,Lemon ave,media/1575830901759.jpg,32.765059,-117.01577499999999,0.0,0.0,residential,two_story,craftsman,no,no,no,no,no,yes,yes,non_candidate,"",uuid:43ddd8fd-b9a7-4871-a149-cbd83c6376d5,uuid:43ddd8fd-b9a7-4871-a149-cbd83c6376d5
"",Wr,"Mar 30, 2019 6:30:00 PM",1945,8282,University,media/1553970668776.jpg,32.767739,-117.019345,0.0,0.0,commercial_retail,one_story,contemporary,no,no,undetermined,yes,yes,undetermined,undetermined,more_research,"",uuid:211bef74-abb1-4466-84e5-827b2a5e2dfe,uuid:211bef74-abb1-4466-84e5-827b2a5e2dfe
"",7844,"Nov 5, 2019 9:39:00 PM","",7844,La Mesa Blvd,media/1572990039617.jpg,32.767711999999996,-117.02869799999999,0.0,0.0,commercial_retail,one_story,modern,yes,yes,yes,yes,no,yes,no,undetermined,"",uuid:4fc087c3-daf2-4d3e-9216-fdb893639dc7,uuid:4fc087c3-daf2-4d3e-9216-fdb893639dc7
"",AM,"Dec 1, 2019 10:53:00 PM",1950,8316,La Mesa Blvd,media/1575241010377.jpg,32.765223,-117.018632,0.0,0.0,commercial_retail,one_story,modern,yes,yes,no,undetermined,undetermined,no,no,candidate,"",uuid:eb770d9c-b15a-4f08-bfaf-ecb23755cb7b,uuid:eb770d9c-b15a-4f08-bfaf-ecb23755cb7b
"",Am,"Nov 27, 2019 7:19:00 PM",1930,8277,La Mesa Blvd,media/1574882467000.jpg,32.764769,-117.019345,0.0,0.0,commercial_retail,one_story,craftsman,no,no,no,undetermined,undetermined,undetermined,no,more_research,I think the front of the building had some work done at some point.,uuid:a4b20978-42d1-4d5c-b317-84c71c2b7c77,uuid:a4b20978-42d1-4d5c-b317-84c71c2b7c77
"",DCC,"Feb 25, 2020 7:11:00 PM",0,8425,La Mesa Blvd Grant,media/1582658003308.jpg,32.766555,-117.015497,0.0,0.0,commercial_retail,one_story,early_modern,yes,yes,yes,yes,no,yes,undetermined,undetermined,Art deco streamlined. Woodpaned windows. Date built not noted.,uuid:39e1fdc9-73af-40a9-b5f5-19a8f8ae37d0,uuid:39e1fdc9-73af-40a9-b5f5-19a8f8ae37d0
"",Am,"Nov 5, 2019 10:26:00 PM","",819,La Mesa Blvd,media/1572992839058.jpg,32.763688,-117.021948,0.0,0.0,commercial_retail,two_story,undetermined,yes,yes,no,undetermined,undetermined,no,no,undetermined,"",uuid:bac1fc07-5419-414f-b087-c61e7ce2d278,uuid:bac1fc07-5419-414f-b087-c61e7ce2d278
"",Wr,"Mar 30, 2019 6:35:00 PM","",8270,University,media/1553970989779.jpg,32.767727,-117.01963599999999,0.0,0.0,commercial_retail,one_story,undetermined,no,no,no,undetermined,undetermined,undetermined,undetermined,more_research,Missing year built,uuid:52ca54c4-ce13-42e5-9538-bf6a328742b1,uuid:52ca54c4-ce13-42e5-9538-bf6a328742b1
"",Wr,"Apr 20, 2019 9:37:00 PM",1962,8692,La Mesa,media/1555796298099.jpg,32.769798,-117.010127,0.0,0.0,commercial_retail,one_story,modern,yes,yes,undetermined,yes,"","","",more_research,"",uuid:a8b64f21-8294-4374-9e81-95701b9359db,uuid:a8b64f21-8294-4374-9e81-95701b9359db
"",Wr,"Mar 24, 2019 7:10:00 PM","",8325,University,media/1553454664047.jpg,32.767868,-117.018615,0.0,0.0,commercial_retail,one_story,contemporary,no,no,no,yes,"","","",non_candidate,"",uuid:a4d35464-a783-429d-b886-df99db2cc901,uuid:a4d35464-a783-429d-b886-df99db2cc901
"",AM,"Nov 30, 2019 10:44:00 PM",1952,8447,La Mesa Blvd,media/1575153964518.jpg,32.767458999999995,-117.01566899999999,0.0,0.0,residential,two_story,modern,yes,yes,no,undetermined,undetermined,no,no,candidate,"",uuid:b8fecb5c-a655-4947-a603-87761210fe4d,uuid:b8fecb5c-a655-4947-a603-87761210fe4d
"",DCC,"Feb 16, 2020 7:45:00 PM",1928,8300,University,media/1581882379720.jpg,32.767924,-117.019081,0.0,0.0,commercial_retail,one_story,craftsman,yes,yes,undetermined,yes,no,yes,yes,more_research,"Many additions appear to have been made: ramp for accessibility installed for the business. Parking lot in back that covers back part of bldg. Rear portion of structure is partially underground. Clapboard siding, door facings appear as original work.",uuid:7b743102-686b-4867-9162-0ea9f40b1bd9,uuid:7b743102-686b-4867-9162-0ea9f40b1bd9
"",SG,"Feb 17, 2020 11:35:00 PM",1938,8262,Allison Ave,media/1581982636690.jpg,32.765974,-117.01937699999999,0.0,0.0,government_institutional,one_story,revivals,no,yes,undetermined,yes,undetermined,undetermined,no,assess,"The first church building constructed by one of La Mesa's early religious organizations, but the buildings architectural significance has been diminished by the alterations made.",uuid:e645f254-db33-43ba-9834-434aec639e16,uuid:e645f254-db33-43ba-9834-434aec639e16
"",AM,"Oct 10, 2019 9:29:00 PM","",8039,La Mesa Blvd,"",,,,,"","","","","","","","","","","","",uuid:1957158a-9653-4726-a988-1fd88f8c3f6c,uuid:1957158a-9653-4726-a988-1fd88f8c3f6c
"",SG,"Feb 1, 2020 9:58:00 PM",1927,4882,Palm Ave,media/1580594587150.jpg,32.767382999999995,-117.019357,0.0,0.0,residential,one_story,early_modern,pot_reverse,yes,yes,yes,yes,yes,yes,candidate,Turned into a duplex,uuid:d5fdb686-79f8-4d64-a739-f569d96ec6b0,uuid:d5fdb686-79f8-4d64-a739-f569d96ec6b0
